id,sentence,difficulty
295,il est devenu courant de déplorer que la france ait acquis la place de championne deurope des prélèvements obligatoires expression qui englobe les impôts détat les impôts locaux les taxes et les cotisations sociales  la part du produit intérieur brut pib que les autorités prélèvent sur la richesse nationale a atteint 48 4  alors que la moyenne deurope est à 40 2 ,C2
296,aucun filet ne saura empêcher les algues de latlantique de voguer et de tirer leur saveur des eaux quelles traversent,B2
297,une fois leur projet abouti ils parlent de liberté dharmonie de renaissance,C1
298,il est vrai que pierre a moins de livres que ses amis mais les siens sont meilleurs,A2
299,vous êtes une des copines de zoé,A1
300,chacun de nous se fait donc simplement une illusion du monde illusion poétique sentimentale joyeuse mélancolique sale ou lugubre suivant sa nature,C1
301,ils déjeunèrent face à face se regardant et se souriant sans cesse occupés uniquement deux tout enveloppés par le charme si doux dune tendresse qui commence,C1
302,elle travaille dans le domaine de linformatique aussi ,A1
303,une action peut être envisagée nonobstant les doutes subsistant quant au lien de causalité,C2
304,on peut montrer le nouveau père en exemple à destination dautres pères moins impliqués mais sans en faire ni un objet de curiosité ni un héros absolu auquel il faudrait dresser une statue,B2
305,les normes européennes sont absurdes et nous étouffent,B2
306,m cruchon vient de donner une réponse à notre question,A2
307,il est possible de faire du vélo dans un parc autour dune citadelle fortifiée,A2
308,elle ne travaille plus ici depuis quinze jours,A2
309,ne cherchons donc point dassurance et de fermeté,B2
310,les jeunes sont moins soumis aux impératifs moraux quà ceux du succès,B2
311,jean a une copine,A1
312,les sénateurs élus au scrutin majoritaire qui acceptent des fonctions gouvernementales sont remplacés jusquà lexpiration dun délai dun mois suivant la cessation de ces fonctions par les personnes élues en même temps queux à cet effet,C1
313,létymologie latine du mot travail tripalium signifie instrument de torture,C2
314,au delà du désagrément esthétique ces déchets menacent la moitié des oiseaux marins et au moins 200 espèces de poissons crustacées et mammifères vivant dans les océans parce quils confondent ces déchets avec de la nourriture,B2
315,elles mont promis de me faire découvrir tout londres  nous visiterons les musées les monuments et les parcs,A1
316,pour catherine down cest un soulagement de ne pas avoir à traverser cette épreuve toute seule même si lidée de partager son petit studio la dabord angoissée,B1
317,sachez ici quimpavide est la jument quand létalon la pénètre impavide et pourtant nous nignorons pas que la verge de létalon est digne destime lorsquelle sort de son fourreau,C2
318,les enfant navaient pas envie de travailler leurs devoirs après lécole,A2
319,à noter que lapprentissage de la grammaire française obéit aux mêmes objectifs il est parfaitement connu que la seule méthode viable pour apprendre une langue étrangère est limmersion,C2
320,nous vous remercions de voyager sur la compagnie france air,A1
321,une association de promotion et de développement de lapprentissage en ligne note que si la calculatrice a supplanté le calcul mental y compris pour des opérations basiques et que lutilisation dun ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire les opérations basiques ont été mémorisées en amont et cest grâce à cette assimilation de connaissances basiques que lapprenant peut utiliser la calculatrice ,B2
322,ils créèrent une nouvelle société moderne sur les ruines de lancienne civilisation,C1
323,je vous laisserai sortir seulement à condition que vous juriez solennellement que vous ne révélerez à personne où vous avez dormi ni comment vous êtes entré dans la grotte aux serpents  dit le roi,B1
324,le bord du lac est vraiment magnifique et je fais beaucoup de sport,A2
325,il joue de la guitare dans un bar,A1
326,a lintérieur de ma maison il y a un grand salon avec une table et quatre chaises pour accueillir mes amis,A2
327,une belle robe moulante elle veut mettre en avant ses formes,C1
328,il nous a indiqué quil avait fini son film hier et quil allait en commercer un nouveau dans deux semaines,B1
329,même si la révolution française était déjà en cours la prise symbolique de la juillet forteresse qui ne comptait que 7 prisonniers à lépoque reste lévénement clé de la révolte,B2
330,pendant des semaines la maison blanche avait courtisé une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourdhui le pouvoir de bloquer ou de sauver ses grands projets,B2
331,petit replet et hautainement timide il avait un ventre légèrement proéminent dont le surplomb offrait une pente ascendante qui mettait en évidence les boutons de son gilet et de son pantalon marquant le milieu exact de son corps de cette ligne obstétrique que lon voit sur les fruits  larc qui est linévitable rançon de pesantes tournées de bourgogne de schlagsahne et de bière,C2
332,certes lindividu actif et volontaire est le seul initiateur de sa reconversion,C1
333,estce que tu veux que je regarde avec toi ,A2
334,tous les mardis il va à lentraînement de football,A1
335,les vacances approchent et jaimerais bien te voir ,A2
336,la vieille acquiesça de la tête sous sa grand cornette à lancienne mode dont les ailes recourbées lenveloppaient quasi toute de leurs blanches mousselines empesées,C2
337,encore une fois,A1
338,pour aller dans ma chambre je dois monter un escalier,A2
339,dans cette situation tout en cherchant dautres facteurs possibles de maladie un bilan du taux de ferritine ainsi que dautres tests peuvent être judicieux,C1
340,le gouverneur de la colonie william bradford décida alors de proclamer un jour de remerciement et daction de grâce pour remercier dieu de leur avoir donné une terre finalement si accueillante avec des indigènes si serviables,B2
341,ainsi une centaine de caméras automatiques installées sur le sol français surveillent en permanence la rentrée de météorites dans latmosphère,C1
342,le lendemain lassistante ma téléphoné pour savoir si jétais disponible lundi,B1
343,dans les années 1990 valéry giscard destaing sengage pour leurope mais en 2005 son projet de constitution européenne est rejeté en france par référendum le non lemporte largement,C1
344,comment jai survécu à une perverse narcissique,B2
345,elle cherche un travail de réceptionniste dans un hôtel,A1
346,si la multiplicité des cultures est une condition nécessaire pour un développement humain réussi alors la préservation de la diversité linguistique est essentielle puisque les langues écrites et orales sont le principal mode de transmission des cultures,C1
347,après je vais dans la cuisine et je bois mon café,A1
348,je ne vais pas aller avec eux puisquils sont déjà partis ,A2
349,limmense majorité des déchets professionnels sont mêlés aux gravats ou aux emballages et enterrés dans le sol faute dêtre isolés en vue de leur traitement  affirmetil,B2
350,il y a même des restaurants,A2
351,serveur  y atil un problème avec votre table ,A2
352,une exception dans un paysage audiovisuel où il y a beaucoup de règles,B1
353,les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer pour ne pas se laisser envahir il devient nécessaire détablir des règles et limites,C2
354,son retour fut moins prompt que ne lespérait le comte de p ,C2
355,le raisonnement mathématique est plus proche de la logique masculine,B2
356,mais le chien nest pas le seul à apprendre ,B1
357,crise de lâge adulte ou choix rationnel ,C1
358,le chien a besoin de rencontrer dautres animaux,B1
359,il paraît quon mange bien  lune des spécialités de lîle est le fromage de chèvre,A2
360,mon mari est éditeur,A1
361,descendu de cheval il allait le long des noisetiers et des églantiers suivi des deux chevaux que le valet décurie tenait par les rênes allait dans les craquements du silence torse nu sous le soleil de midi allait et souriait étrange et princier sûr dune victoire,C2
362,lhabileté de son plan ne consistera donc point dans lémotion ou dans le charme dans un début attachant ou dans une catastrophe émouvante mais dans le groupement adroit de petits faits constants doù se dégagera le sens définitif de loeuvre,C1
363,la population mondiale malgré un net ralentissement augmente et elle pourrait atteindre 9 3 milliards de personnes en 2050 et plafonner autour de 10 5 à 11 milliards à la fin du xxie siècle,C1
364,jallai me cacher dans un coin du salon derrière un groupe dhommes qui causaient,C2
365,oui il y a une grande armoire,A1
366,lorsquil y a des mouvements sociaux en france la présence des jeunes étudiants et lycéens est souvent déterminante,B2
367,jour du seigneur cher à léglise il est supprimé après la révolution de 1789 puis voué aux gémonies par napoléon sous prétexte que le peuple mangeant le dimanche il doit pouvoir travailler le dimanche,C2
368,les choses sont en train de mal tourner,A2
369,la parade descend lavenue champsélysées de la place de létoile alias place charlesdegaulle jusquà la place de la concorde,B2
